player_name,Unnamed: 0,team_id,player_id,playing_time,goals,assists,own_goals,total_shots,shots_on_target,rfoot_shots,lfoot_shots,header_shots,fouls,offsides,yellow_cards,red_cards,total_passes,acc_passes,pass_accuracy,key_passes,interceptions,tackle,tackle_accuracy,clearances,successful_tackles,total_saves,successful_saves,save_rate
R. Lewandowski,1301,27738,29634,11708.4,0,0,0,6,3,2,2,2,4,1,0,0,45,37,1.69,0,4,38,1.27,1,24,0,0,0
R. Loftus-Cheek,1195,4826,471110,6740.1,0,1,0,1,0,0,1,0,2,0,1,0,38,34,1.6099999999999999,0,2,22,1.3900000000000001,0,14,0,0,0
R. Lukaku,1068,11258,15810,9430.3,4,0,0,5,4,1,3,1,3,0,0,0,30,21,1.4,0,0,13,1.54,0,10,0,0,0
R. Márquez,1042,30946,118006,2896.1,0,0,0,0,0,0,0,0,0,0,0,0,27,24,1.73,0,5,8,0.9299999999999999,2,4,0,0,0
R. Olsen,1113,14094,101596,11717.9,0,0,0,0,0,0,0,0,0,0,0,0,29,22,1.54,0,2,0,0.0,1,0,6,4,0
R. Rezaeian,1570,32520,237294,17744.5,0,0,0,1,0,1,0,0,4,0,0,0,73,50,2.03,2,10,28,1.62,7,16,0,0,0
R. Rodríguez,991,13394,29844,11769.4,0,0,0,2,0,1,1,0,2,0,0,0,71,60,1.69,0,10,32,1.12,3,17,0,0,0
R. Ruidíaz,789,31188,179142,1453.0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,2.0,0,1,2,0.0,0,0,0,0,0
R. Saïss,1067,32432,52452,11792.8,0,0,0,1,0,0,0,1,2,0,0,0,90,82,1.81,0,15,11,1.3199999999999998,10,7,0,0,0
R. Sigurðsson,1883,23517,167949,14058.8,0,0,0,0,0,0,0,0,3,0,0,0,49,39,2.38,0,16,16,1.62,7,8,0,0,0
R. Sterling,1191,4826,22132,10068.400000000001,0,1,0,2,1,1,0,1,6,2,0,0,49,44,1.72,0,3,25,0.8700000000000001,0,12,0,0,0
R. Tapia,1247,31188,278150,9119.400000000001,0,0,0,1,0,1,0,0,3,0,1,0,51,40,1.58,0,11,19,0.89,4,8,0,0,0
R. Torres,1177,35858,182526,11612.7,0,0,0,3,0,2,0,1,1,0,0,0,57,51,1.7799999999999998,0,10,6,1.5,6,4,0,0,0
R. Varane,1699,13254,9927,17274.5,0,0,0,2,0,0,0,2,1,0,0,0,192,176,2.73,0,10,11,2.5,7,10,0,0,0
R. Zobnin,1371,43074,311046,17250.6,0,0,0,5,1,3,1,1,3,0,0,0,118,94,2.33,0,21,42,2.23,5,31,0,0,0
Ramadan Sobhi,1455,48387,997815,4458.7,0,0,0,0,0,0,0,0,1,0,0,0,26,21,2.39,0,0,11,3.0,0,11,0,0,0
Raphaël Guerreiro,1528,29715,86721,17672.4,0,0,0,2,0,0,2,0,5,0,1,0,149,128,2.58,1,13,39,1.96,3,25,0,0,0
Renato Augusto,283,6380,14785,1802.0,0,0,0,1,0,0,1,0,0,0,0,0,15,13,0.87,1,0,5,0.8,0,4,0,0,0
Ricardo Quaresma,1052,19810,65194,5940.400000000001,1,0,0,4,1,4,0,0,3,0,1,0,37,24,1.32,0,1,22,1.58,0,17,0,0,0
Roberto Firmino,928,12760,31616,2946.0,0,0,0,3,1,2,0,1,1,0,0,0,15,14,1.9,0,3,12,1.38,0,9,0,0,0
Rodrigo,1528,3196,140258,1161.1999999999998,0,0,0,1,0,0,0,1,0,0,0,0,5,3,1.5,0,0,6,0.75,0,3,0,0,0
Rui Patrício,1539,29715,210402,17672.4,0,0,0,0,0,0,0,0,0,0,0,0,61,52,2.57,0,3,1,1.0,0,1,11,7,0
S. Agüero,793,24548,16650,9072.2,1,0,0,4,2,2,2,0,0,2,0,0,53,41,1.58,0,2,24,1.6400000000000001,0,20,0,0,0
S. Amrabat,80,16216,285590,1440.2,0,0,0,0,0,0,0,0,2,0,0,0,5,5,1.0,0,1,3,0.33,0,1,0,0,0
S. Arias,1266,24860,140272,11713.4,0,0,0,1,0,1,0,0,5,1,0,0,87,73,1.6600000000000001,1,11,17,1.28,2,11,0,0,0
S. Azmoun,1567,32520,237018,17744.5,0,0,0,2,1,2,0,0,6,0,1,0,46,30,1.9,4,8,33,1.44,4,17,0,0,0
S. Ben Youssef,1114,32552,20028,8281.9,0,0,0,0,0,0,0,0,5,0,0,0,43,36,1.67,0,10,23,0.8200000000000001,4,12,0,0,0
S. Coates,906,15670,7954,5802.2,0,0,0,0,0,0,0,0,2,0,0,0,62,59,0.95,0,2,11,0.64,0,7,0,0,0
S. Ezatolahi,1526,21680,483294,10516.8,0,0,0,1,1,0,0,1,4,1,0,0,41,32,1.56,1,17,27,1.09,12,15,0,0,0
S. Ghoddos,1561,32520,160686,3087.4,0,0,0,2,0,2,0,0,4,0,0,0,2,2,2.0,0,0,8,0.8300000000000001,1,3,0,0,0
S. Ignashevich,1347,43074,304749,17250.6,0,0,0,2,2,0,0,2,1,0,0,0,82,68,2.48,0,14,15,2.29,15,11,0,0,0
S. Ingason,1741,15678,114694,7703.400000000001,0,0,0,3,1,0,0,3,3,0,0,0,40,34,1.73,0,12,14,0.9299999999999999,5,6,0,0,0
S. Kagawa,1245,25826,29632,8519.9,1,0,0,2,1,1,1,0,0,0,0,0,80,71,1.77,1,2,18,1.35,1,12,0,0,0
S. Khalifa,380,16276,26668,596.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,1,2,0.0,1,0,0,0,0
S. Khaoui,747,16276,275243,5766.0,0,0,0,1,0,0,1,0,2,0,0,0,34,30,0.88,2,2,13,0.69,0,9,0,0,0
S. Kjær,1754,23136,61299,17268.300000000003,0,0,0,0,0,0,0,0,2,0,0,0,142,124,2.58,0,16,14,1.15,14,6,0,0,0
S. Larsson,1104,14094,17058,10808.9,0,0,0,1,0,1,0,0,5,0,1,0,105,89,1.67,0,9,18,0.46,5,6,0,0,0
S. Lichtsteiner,994,13394,40930,11167.3,0,0,0,1,0,1,0,0,1,0,1,0,71,51,1.4300000000000002,0,10,33,1.2,0,21,0,0,0
S. Mandanda,1004,4418,25552,5692.6,0,0,0,0,0,0,0,0,0,0,0,0,26,24,0.92,0,2,0,0.0,0,0,1,1,0
S. Mané,1288,38628,51494,11455.4,1,0,0,2,1,1,1,0,4,2,0,0,67,54,1.6,3,10,25,1.26,0,16,0,0,0
S. Milinković-Savić,971,34644,531730,11843.7,0,0,0,3,0,2,0,1,8,2,1,0,54,42,1.55,3,6,37,1.08,3,21,0,0,0
S. Morsy,42,16129,11270,2823.9,0,0,0,0,0,0,0,0,2,0,1,0,24,24,1.0,0,3,7,0.71,1,5,0,0,0
S. N'Zonzi,1003,4418,8200,5692.6,0,0,0,0,0,0,0,0,0,0,0,0,63,58,0.92,0,4,4,0.75,2,3,0,0,0
S. Okazaki,1243,25826,29526,1860.5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1.75,0,1,7,1.42,0,5,0,0,0
S. Rudy,788,3148,15811,1860.0,0,0,0,1,0,1,0,0,1,0,0,0,17,17,1.0,0,1,2,0.0,0,0,0,0,0
S. Sané,1292,38628,52230,11455.4,0,0,0,2,0,1,0,1,1,0,1,0,72,62,1.73,0,17,12,1.51,7,9,0,0,0
S. Umtiti,706,8836,50794,11581.9,0,0,0,1,0,0,1,0,3,0,0,0,86,81,1.8599999999999999,0,8,17,1.23,3,11,0,0,0
S. Zuber,1009,13394,99994,11769.4,1,0,0,2,1,1,0,1,1,1,0,0,66,49,1.48,1,4,25,1.2999999999999998,2,16,0,0,0
S. 케디라,252,3148,3318,3602.6,0,0,0,1,0,1,0,0,0,0,0,0,50,41,0.82,0,1,14,0.71,0,10,0,0,0
Salem Al Dawsari,1479,49563,368496,17636.1,1,0,0,7,2,7,0,0,4,1,0,0,174,153,2.64,0,8,70,2.27,0,53,0,0,0
Salman Al Faraj,1485,49563,368541,17636.1,1,0,0,3,1,0,3,0,2,1,0,0,254,225,2.67,2,15,44,1.94,3,27,0,0,0
Sergio Busquets,1600,4794,10038,17494.9,0,1,0,3,1,1,0,2,5,0,1,0,225,209,2.78,0,11,26,1.8699999999999999,0,17,0,0,0
Sergio Ramos,1592,4794,9918,17494.9,0,0,0,3,0,3,0,0,2,0,0,0,311,300,2.8899999999999997,0,9,15,2.47,2,12,0,0,0
Shin-Wook Kim,330,14855,107548,4026.2,0,0,0,0,0,0,0,0,3,0,1,0,8,6,0.75,0,1,1,1.0,0,1,0,0,0
Simy,1318,33646,144794,631.6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0,1,1,0.0,0,0,0,0,0
Sung-Yeung Ki,1078,29710,123924,11585.4,0,0,0,3,2,2,0,1,5,0,0,0,79,71,1.7999999999999998,1,13,28,0.98,4,15,0,0,0
T. Alderweireld,1059,11258,72,11535.4,0,1,0,2,0,2,0,0,0,0,0,0,161,145,1.79,1,5,8,1.25,3,5,0,0,0
T. Cahill,1028,8493,8247,2511.4,0,0,0,1,0,1,0,0,1,0,0,0,5,4,0.8,0,1,7,0.71,0,5,0,0,0
T. Cionek,428,13869,99661,5758.2,0,0,1,0,0,0,0,0,1,0,0,0,71,67,0.94,0,3,5,0.6,3,3,0,0,0
T. Courtois,1066,11258,6858,11535.4,0,0,0,0,0,0,0,0,0,0,0,0,51,43,1.7000000000000002,0,4,0,0.0,0,0,8,6,0
T. Delaney,1762,23136,167970,17268.300000000003,0,0,0,3,0,0,2,1,7,0,1,0,111,95,2.5700000000000003,0,12,32,1.57,3,16,0,0,0
T. Ebuehi,695,16823,332821,3069.3,0,0,0,0,0,0,0,0,1,0,0,0,22,21,0.95,0,0,8,0.75,0,6,0,0,0
T. Hazard,344,5629,25622,725.8,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1.0,0,0,3,0.67,0,2,0,0,0
T. Inui,1247,25826,29672,10980.599999999999,1,1,0,5,2,5,0,0,2,1,1,0,57,49,1.73,0,7,35,1.15,0,20,0,0,0
T. Jedvaj,1081,9598,212604,5774.1,0,0,0,0,0,0,0,0,1,0,1,0,36,30,0.83,0,1,7,0.29,1,2,0,0,0
T. Jurić,1760,25479,209934,6276.200000000001,0,0,0,0,0,0,0,0,0,0,0,0,17,10,1.81,0,1,12,2.6,1,10,0,0,0
T. Lemar,1009,4418,28922,5692.6,0,0,0,1,0,0,1,0,1,0,0,0,53,48,0.91,1,1,10,0.6,0,6,0,0,0
T. Meunier,1077,11258,75648,11535.4,0,1,0,2,1,1,1,0,6,0,1,0,88,70,1.59,2,8,18,1.02,0,9,0,0,0
T. Rogić,1745,25479,184221,13628.7,0,0,0,5,2,0,5,0,3,0,1,0,57,51,2.75,2,4,51,2.13,0,37,0,0,0
T. Sainsbury,1742,25479,184185,17195.5,0,0,0,2,0,0,0,2,2,0,0,0,191,174,2.7199999999999998,0,20,25,1.52,5,14,0,0,0
T. Usami,836,12913,14730,479.8,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0.5,0,0,4,0.75,1,3,0,0,0
T. 뮐러,1041,6296,29464,11593.9,0,0,0,1,0,0,0,1,2,1,1,0,93,66,1.42,1,9,22,1.33,0,13,0,0,0
T. 베르너,1055,6296,346428,11115.3,0,0,0,4,1,3,1,0,1,3,0,0,46,36,1.6099999999999999,0,6,14,1.58,1,11,0,0,0
T. 크로스,1037,6296,29446,11593.9,1,0,0,10,4,7,3,0,1,0,0,0,201,188,1.88,2,4,20,1.33,0,13,0,0,0
Taisir Al Jassim,532,33042,245154,8442.5,0,0,0,0,0,0,0,0,3,0,1,0,67,61,1.82,0,2,23,1.5,1,13,0,0,0
Tarek Hamed,1461,48387,1312251,14730.4,0,0,0,1,0,1,0,0,7,0,0,0,138,116,2.53,1,14,35,1.82,3,22,0,0,0
Thiago Alcântara,1064,3196,6690,6065.900000000001,0,0,0,2,0,1,1,0,1,0,0,0,113,109,1.88,0,0,15,1.67,0,11,0,0,0
Thiago Silva,930,12760,40788,11850.2,0,0,0,2,0,0,0,2,1,0,0,0,143,131,1.82,0,5,11,1.8,3,10,0,0,0
Trézéguet,1452,48387,660336,14999.4,0,0,0,8,1,7,0,1,5,0,1,0,84,66,2.31,1,10,49,1.48,1,21,0,0,0
V. Amiri,1588,32520,713508,17202.1,0,0,0,2,0,0,2,0,5,1,1,0,57,41,2.15,1,6,46,1.69,2,26,0,0,0
V. Behrami,998,13394,41876,10207.3,0,0,0,0,0,0,0,0,7,0,1,0,105,101,1.9100000000000001,0,6,42,0.96,0,20,0,0,0
V. Claesson,1119,14094,102288,10270.7,0,1,0,2,0,1,0,1,3,0,1,0,45,36,1.6,1,13,30,1.08,1,16,0,0,0
V. Fischer,1016,7712,1722,2083.0,0,0,0,1,0,0,1,0,0,1,0,0,8,8,1.0,0,1,4,0.75,1,3,0,0,0
V. Lindelöf,806,7047,71703,5942.7,0,0,0,0,0,0,0,0,1,0,0,0,20,17,0.85,0,7,2,0.0,3,0,0,0,0
V. Moses,1998,50469,25875,17442.3,1,1,0,7,1,5,2,0,4,0,0,0,93,70,2.23,0,19,52,2.19,7,37,0,0,0
V. Stojković,964,34644,255342,11843.7,0,0,0,0,0,0,0,0,0,0,0,0,36,33,1.81,0,0,0,0.0,0,0,8,6,0
V. Ćorluka,1687,19196,29542,5959.400000000001,0,0,0,0,0,0,0,0,3,0,1,0,49,45,1.9100000000000001,0,10,8,1.0,7,7,0,0,0
W. Barrios,1275,24860,493856,9853.4,0,0,0,0,0,0,0,0,3,0,1,0,78,65,1.65,0,6,28,1.42,3,20,0,0,0
W. Caballero,791,24548,7102,11537.5,0,0,0,0,0,0,0,0,0,0,0,0,50,39,1.65,0,2,0,0.0,0,0,7,3,0
W. Cartagena,1055,15594,139080,951.4,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0.75,0,0,3,0.0,0,0,0,0,0
W. Khazri,1117,32552,51552,10991.1,1,1,0,4,2,4,0,0,2,4,0,0,41,25,1.24,0,2,17,1.29,0,11,0,0,0
W. Kvist,171,7712,14744,2120.0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,0.9,0,1,2,1.0,0,2,0,0,0
W. Ndidi,2018,50469,796098,17442.3,0,0,0,3,1,3,0,0,4,0,0,0,142,126,2.69,2,27,43,1.95,4,28,0,0,0
W. Szczęsny,1296,27738,15698,11708.4,0,0,0,0,0,0,0,0,0,0,0,0,38,33,1.74,0,4,1,0.0,0,0,7,2,0
W. Troost-Ekong,2001,50469,33279,17442.3,0,0,0,2,0,0,1,1,2,0,1,0,105,93,2.65,0,13,17,1.49,11,9,0,0,0
William Carvalho,1533,29715,113286,17672.4,0,0,0,0,0,0,0,0,4,0,0,0,186,167,2.69,0,6,32,1.83,2,19,0,0,0
Willian,940,12760,210666,8666.3,0,0,0,3,0,1,2,0,3,0,0,0,62,49,1.62,1,4,34,1.61,1,27,0,0,0
X. Shaqiri,1004,13394,99744,11769.4,1,1,0,8,1,0,8,0,3,0,1,0,94,79,1.6800000000000002,5,7,41,1.4100000000000001,1,28,0,0,0
Y. Belhanda,1558,48648,77994,14356.9,0,0,0,6,2,2,1,3,4,0,0,0,110,91,2.55,0,8,40,1.93,4,27,0,0,0
Y. Benalouane,738,16276,21333,3306.0,0,0,0,0,0,0,0,0,1,0,0,0,15,9,0.6,0,2,9,0.67,0,6,0,0,0
Y. Bárcenas,1189,35858,482154,8105.9,0,0,0,3,0,2,1,0,3,0,1,0,39,30,1.54,1,1,17,1.42,0,10,0,0,0
Y. Carrasco,1084,11258,269538,10269.6,0,0,0,5,4,5,0,0,3,0,0,0,46,36,1.56,0,9,28,1.58,1,23,0,0,0
Y. En-Nesyri,1000,16216,447821,1578.8,1,0,0,1,1,0,0,1,0,0,0,0,3,2,0.67,0,1,0,0.0,0,0,0,0,0
Y. Gazinskiy,1365,43074,306471,14279.099999999999,1,0,0,2,1,1,0,1,3,0,1,0,102,86,2.53,0,13,17,1.35,3,8,0,0,0
Y. Meriah,1139,32552,663526,11587.9,0,0,0,0,0,0,0,0,2,0,0,0,83,72,1.74,0,11,16,1.46,5,9,0,0,0
Y. Mina,875,12430,256634,5950.2,1,0,0,1,1,0,0,1,2,0,0,0,41,35,0.85,0,7,8,0.75,4,6,0,0,0
Y. Nagatomo,1251,25826,41034,11460.4,0,1,0,0,0,0,0,0,1,0,0,0,73,64,1.75,0,7,20,0.8999999999999999,9,10,0,0,0
Y. Poulsen,745,15424,112548,9468.3,1,0,0,2,1,0,1,1,6,1,2,0,37,30,1.63,1,6,37,1.35,0,23,0,0,0
Y. Sabaly,1296,38628,57058,11455.4,0,0,0,2,1,2,0,0,4,1,1,0,71,59,1.62,1,5,27,1.23,2,16,0,0,0
Y. Sommer,1002,13394,99710,11769.4,0,0,0,0,0,0,0,0,0,0,0,0,48,38,1.6,0,5,1,1.0,2,1,8,6,0
Y. Tejeda,664,16871,125268,964.0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0.6,0,0,2,0.0,0,0,0,0,0
Y. Tielemans,736,5629,263802,485.2,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0.5,0,0,0,0.0,0,0,0,0,0
Y. Yotún,1842,46782,344169,11448.1,0,0,0,3,1,0,3,0,5,0,1,0,141,121,2.57,0,7,27,1.74,0,16,0,0,0
Y. Zhirkov,463,28716,203714,10905.1,0,0,0,1,0,0,1,0,2,0,0,0,69,47,1.37,1,8,22,1.07,7,12,0,0,0
Y. Ōsako,1263,25826,189662,10799.7,1,0,0,7,4,1,3,3,0,2,0,0,39,31,1.58,0,3,32,1.56,0,25,0,0,0
Yahya Al Shehri,964,33042,245776,5550.7,0,0,0,0,0,0,0,0,0,0,0,0,56,50,1.81,0,2,12,0.5,0,6,0,0,0
Yasir Al Shahrani,1492,49563,368820,17636.1,0,0,0,5,1,4,0,1,4,0,0,0,177,150,2.55,0,13,33,2.16,9,25,0,0,0
Yasser Al Mosailem,933,16521,122562,6070.8,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0.9,0,2,0,0.0,0,0,1,0,0
Á. di María,1240,24548,6628,8894.3,0,0,0,1,0,0,1,0,0,2,0,0,55,44,1.54,1,2,25,1.58,0,19,0,0,0
É. Banega,1238,24548,6560,8313.8,0,1,0,2,1,1,1,0,3,0,1,0,145,128,1.75,4,3,28,1.3199999999999998,1,18,0,0,0
É. Flores,1845,46782,344286,15360.5,0,0,0,4,1,0,4,0,3,0,0,0,99,78,2.36,1,10,46,2.23,0,34,0,0,0
Ó. Duarte,893,33742,250500,11924.5,0,0,0,2,0,1,0,1,2,0,0,0,71,62,1.7000000000000002,0,8,16,1.15,9,9,0,0,0
İ. Gündoğan,785,3148,14808,4082.7,0,0,0,1,1,1,0,0,0,0,0,0,51,47,0.92,0,0,6,0.67,1,4,0,0,0
Ł. Piszczek,1298,27738,29596,10987.599999999999,0,0,0,1,0,1,0,0,0,0,0,0,93,70,1.49,0,11,22,1.15,7,13,0,0,0
Ł. Teodorczyk,885,13869,99479,1425.0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0.5,0,0,7,0.14,0,1,0,0,0
Š. Vrsaljko,824,19196,138818,11529.7,0,0,0,1,0,1,0,0,3,0,1,0,67,54,1.6099999999999999,0,13,23,1.05,3,13,0,0,0
구자철,323,14855,15781,4446.2,0,0,0,1,0,0,0,1,1,0,0,0,15,14,0.93,0,4,8,0.62,1,5,0,0,0
김영권,1080,29710,190400,11585.4,0,0,0,0,0,0,0,0,4,0,1,0,72,62,1.73,0,6,11,1.5,3,6,0,0,0
문선민,752,14855,51625,4602.7,0,0,0,2,0,1,1,0,1,0,0,0,21,14,0.67,0,2,15,0.67,0,10,0,0,0
손흥민,1073,29710,29822,11585.4,1,0,0,8,2,4,4,0,1,0,0,0,54,47,1.7200000000000002,0,9,40,1.55,2,31,0,0,0
이용,1087,29710,215058,11585.4,0,0,0,0,0,0,0,0,5,0,1,0,73,53,1.45,0,4,26,1.12,2,14,0,0,0
이재성,1095,29710,598242,11585.4,0,0,0,4,1,0,4,0,2,0,0,0,74,62,1.68,0,10,29,1.23,1,18,0,0,0
장현수,1090,29710,277266,11585.4,0,0,0,0,0,0,0,0,6,0,0,0,77,68,1.77,0,10,12,0.9400000000000001,3,5,0,0,0
정우영,1084,29710,190980,2956.5,0,0,0,0,0,0,0,0,3,0,1,0,29,28,1.95,0,1,9,0.9,0,4,0,0,0
조현우,1093,29710,512086,11585.4,0,0,0,0,0,0,0,0,0,0,0,0,31,26,1.67,0,1,0,0.0,2,0,8,5,0
주세종,760,14855,209567,3822.7,0,0,0,0,0,0,0,0,2,0,0,0,32,24,0.75,0,2,5,0.4,0,2,0,0,0
홍철,757,14855,107413,787.5,0,0,0,0,0,0,0,0,2,0,0,0,6,5,0.83,0,1,6,0.33,0,2,0,0,0
황희찬,1097,29710,699374,11585.4,0,0,0,2,1,0,1,1,5,0,1,0,31,19,1.22,1,8,38,1.42,2,27,0,0,0
