,player_name,team_id,player_id,playing_time,goals,assists,own_goals,total_shots,shots_on_target,rfoot_shots,lfoot_shots,header_shots,fouls,offsides,yellow_cards,red_cards,total_passes,acc_passes,pass_accuracy,key_passes,interceptions,tackle,tackle_accuracy,clearances,successful_tackles,total_saves,successful_saves,save_rate,goals_per_90min,assists_per_90min,total_shots_per_90min,shots_on_target_per_90min,total_passes_per_90min,interceptions_per_90min,tackle_per_90min,clearances_per_90min,total_saves_per_90min,save_rate_per_90min
287,K. Árnason,15678,124442,11657.3,0,0,0,0,0,0,0,0,4,0,0,0,39,33,1.7,0,9,15,1.0699999999999998,7,8,0,0,0,0.0,0.0,0.0,0.0,18.1,4.2,6.9,3.2,0.0,0.0
288,Koke,3196,6886,7196.200000000001,0,0,0,0,0,0,0,0,0,0,0,0,115,107,1.87,0,5,14,1.0,1,7,0,0,0,0.0,0.0,0.0,0.0,86.3,3.8,10.5,0.8,0.0,0.0
289,L. Advíncula,46782,344127,17346.5,0,0,0,3,1,1,2,0,2,0,0,0,129,112,2.61,1,13,47,2.42,8,38,0,0,0,0.0,0.0,0.9,0.3,40.2,4.0,14.6,2.5,0.0,0.0
290,L. Augustinsson,21141,153651,17492.8,1,0,0,2,1,1,1,0,1,0,0,0,75,50,2.02,0,9,27,1.56,4,14,0,0,0,0.3,0.0,0.6,0.3,23.2,2.8,8.3,1.2,0.0,0.0
291,L. Balogun,50469,49329,17442.3,0,0,0,3,2,0,0,3,3,0,1,0,115,95,2.38,0,14,28,1.9,8,18,0,0,0,0.0,0.0,0.9,0.6,35.6,4.3,8.7,2.5,0.0,0.0
293,L. Dendoncker,5629,134702,5593.1,0,0,0,0,0,0,0,0,2,0,1,0,69,63,0.91,0,4,12,0.33,2,4,0,0,0,0.0,0.0,0.0,0.0,66.6,3.9,11.6,1.9,0.0,0.0
294,L. Gassama,19314,26022,5828.8,0,0,0,0,0,0,0,0,1,0,0,0,21,19,0.9,0,5,18,0.72,0,13,0,0,0,0.0,0.0,0.0,0.0,19.5,4.6,16.7,0.0,0.0,0.0
295,L. Hernández,13254,838635,14591.4,0,0,0,3,1,1,2,0,2,0,0,0,101,85,2.55,0,10,50,2.26,2,37,0,0,0,0.0,0.0,1.1,0.4,37.4,3.7,18.5,0.7,0.0,0.0
296,L. Kalinić,9598,69353,5774.1,0,0,0,0,0,0,0,0,0,0,0,0,14,11,0.79,0,2,1,1.0,0,1,6,5,0,0.0,0.0,0.0,0.0,13.1,1.9,0.9,0.0,5.6,0.0
297,L. Messi,36822,10077,17330.3,1,0,0,14,4,2,12,0,5,0,1,0,165,139,2.52,4,7,87,2.45,0,71,0,0,0,0.3,0.0,4.4,1.2,51.4,2.2,27.1,0.0,0.0,0.0
298,L. Milivojević,34644,255074,10895.0,0,0,0,0,0,0,0,0,2,0,1,0,80,70,1.79,0,7,23,1.15,0,13,0,0,0,0.0,0.0,0.0,0.0,39.7,3.5,11.4,0.0,0.0,0.0
299,L. Modrić,28794,24861,15500.5,2,0,0,4,2,4,0,0,6,0,0,0,156,137,2.62,1,12,37,2.09,0,24,0,0,0,0.7,0.0,1.4,0.7,54.3,4.2,12.9,0.0,0.0,0.0
301,L. Ovalle,17929,131862,5975.2,0,0,0,0,0,0,0,0,0,0,0,0,30,21,0.7,0,4,11,0.73,2,8,0,0,0,0.0,0.0,0.0,0.0,27.1,3.6,9.9,1.8,0.0,0.0
302,L. Schöne,15424,810,9455.7,0,0,0,1,1,1,0,0,0,0,0,0,71,66,1.76,0,7,18,1.22,2,11,0,0,0,0.0,0.0,0.6,0.6,40.5,4.0,10.3,1.1,0.0,0.0
303,L. Suárez,47010,23916,17402.5,2,0,0,10,4,7,3,0,3,1,0,0,72,54,2.23,2,4,44,1.73,1,24,0,0,0,0.6,0.0,3.1,1.2,22.3,1.2,13.7,0.3,0.0,0.0
305,L. Torreira,47010,1000713,8563.9,0,0,0,2,0,2,0,0,0,0,0,0,80,72,2.59,0,8,16,1.93,3,8,0,0,0,0.0,0.0,1.3,0.0,50.4,5.0,10.1,1.9,0.0,0.0
308,Lucas Vázquez,3196,8996,5523.6,0,0,0,0,0,0,0,0,2,0,0,0,39,29,1.71,1,4,19,0.59,1,10,0,0,0,0.0,0.0,0.0,0.0,38.1,3.9,18.6,1.0,0.0,0.0
309,M. Acuña,12274,89073,5772.0,0,0,0,1,0,0,1,0,1,0,1,0,34,20,0.59,0,5,19,0.58,0,11,0,0,0,0.0,0.0,0.9,0.0,31.8,4.7,17.8,0.0,0.0,0.0
310,M. Akanji,20091,893871,17546.3,0,0,0,2,0,0,1,1,1,0,0,0,209,195,2.81,0,9,41,2.4,5,31,0,0,0,0.0,0.0,0.6,0.0,64.3,2.8,12.6,1.5,0.0,0.0
311,M. Badelj,9598,69400,5774.1,1,1,0,2,1,2,0,0,3,0,0,0,70,62,0.89,0,8,15,0.53,1,8,0,0,0,0.9,0.9,1.9,0.9,65.5,7.5,14.0,0.9,0.0,0.0
312,M. Batshuayi,11258,76186,7158.3,1,0,0,7,3,1,6,0,0,2,0,0,23,18,1.72,0,1,15,1.5,0,11,0,0,0,0.8,0.0,5.3,2.3,17.4,0.8,11.3,0.0,0.0,0.0
314,M. Benatia,32432,41158,11771.1,0,0,0,5,2,0,3,2,5,0,1,0,119,103,1.6800000000000002,0,5,9,1.38,7,4,0,0,0,0.0,0.0,2.3,0.9,54.6,2.3,4.1,3.2,0.0,0.0
315,M. Berg,21141,44724,15319.1,0,0,0,10,5,5,3,2,7,3,0,0,42,35,2.46,2,3,38,2.24,1,29,0,0,0,0.0,0.0,3.5,1.8,14.8,1.1,13.4,0.4,0.0,0.0
317,M. Boussoufa,48648,305538,17681.0,0,0,0,1,0,0,0,1,5,0,1,0,128,112,2.64,0,8,40,1.96,1,26,0,0,0,0.0,0.0,0.3,0.0,39.1,2.4,12.2,0.3,0.0,0.0
318,M. Braithwaite,23136,167904,9526.0,0,0,0,1,1,0,1,0,3,1,0,0,29,23,2.5700000000000003,0,5,26,1.4300000000000002,0,13,0,0,0,0.0,0.0,0.6,0.6,16.4,2.8,14.7,0.0,0.0,0.0
319,M. Brozović,19196,139936,7820.5,0,0,0,1,0,1,0,0,3,0,1,0,84,76,1.84,0,8,18,1.02,2,9,0,0,0,0.0,0.0,0.7,0.0,58.0,5.5,12.4,1.4,0.0,0.0
321,M. Cáceres,47010,61380,17402.5,0,0,0,3,0,2,0,1,2,0,0,0,140,121,2.5700000000000003,1,9,15,1.56,4,8,0,0,0,0.0,0.0,0.9,0.0,43.4,2.8,4.7,1.2,0.0,0.0
322,M. Dembélé,11258,22304,6858.900000000001,0,0,0,0,0,0,0,0,2,0,0,0,72,71,1.98,0,7,19,1.36,1,13,0,0,0,0.0,0.0,0.0,0.0,56.7,5.5,15.0,0.8,0.0,0.0
325,M. Fellaini,11258,16498,7698.3,0,0,0,2,0,1,1,0,5,0,0,0,54,47,1.74,0,5,28,1.37,3,19,0,0,0,0.0,0.0,1.4,0.0,37.9,3.5,19.6,2.1,0.0,0.0
326,M. Gavranović,13394,30398,7199.099999999999,0,0,0,3,1,3,0,0,0,2,0,0,16,12,1.5299999999999998,1,0,13,1.38,0,8,0,0,0,0.0,0.0,2.3,0.8,12.0,0.0,9.8,0.0,0.0,0.0
327,M. Hasebe,38739,44787,12180.6,0,0,0,1,0,1,0,0,4,0,1,0,164,145,2.69,0,11,21,1.15,1,12,0,0,0,0.0,0.0,0.4,0.0,72.7,4.9,9.3,0.4,0.0,0.0
329,M. Hosseini,32520,856614,13001.8,0,0,0,0,0,0,0,0,1,0,0,0,40,34,2.68,0,9,3,0.33,6,1,0,0,0,0.0,0.0,0.0,0.0,16.6,3.7,1.2,2.5,0.0,0.0
330,M. Jedinak,25479,25230,17195.5,2,0,0,7,3,4,0,3,5,0,1,0,165,143,2.56,0,18,23,1.77,2,13,0,0,0,0.6,0.0,2.2,0.9,51.8,5.7,7.2,0.6,0.0,0.0
331,M. Jørgensen,15424,111958,6578.6,0,0,0,0,0,0,0,0,1,0,1,0,34,29,1.85,0,7,15,0.67,3,10,0,0,0,0.0,0.0,0.0,0.0,27.9,5.7,12.3,2.5,0.0,0.0
333,M. Kovačić,28794,208212,6884.6,0,1,0,3,1,2,0,1,2,0,0,0,86,86,3.0,0,3,23,2.21,1,16,0,0,0,0.0,0.8,2.4,0.8,67.5,2.4,18.0,0.8,0.0,0.0
335,M. Layún,46419,337098,16869.8,0,0,0,8,3,7,1,0,2,0,1,0,87,72,2.55,5,6,29,1.99,2,20,0,0,0,0.0,0.0,2.6,1.0,27.8,1.9,9.3,0.6,0.0,0.0
336,M. Leckie,25479,45060,17195.5,0,0,0,5,1,0,2,3,6,0,1,0,76,51,1.99,0,16,65,2.05,4,44,0,0,0,0.0,0.0,1.6,0.3,23.9,5.0,20.4,1.3,0.0,0.0
337,M. Lustig,21141,185847,17492.8,0,0,0,0,0,0,0,0,3,0,1,0,80,61,2.27,0,23,18,1.12,8,6,0,0,0,0.0,0.0,0.0,0.0,24.7,7.1,5.6,2.5,0.0,0.0
338,M. Mandžukić,19196,29886,10795.9,0,0,0,5,0,1,1,3,7,0,1,0,42,29,1.39,1,9,28,0.8600000000000001,3,13,0,0,0,0.0,0.0,2.5,0.0,21.0,4.5,14.0,1.5,0.0,0.0
339,M. Meza,36822,439377,12229.6,0,0,0,3,1,1,2,0,3,1,0,0,92,77,2.53,1,7,39,1.72,1,25,0,0,0,0.0,0.0,1.3,0.4,40.6,3.1,17.2,0.4,0.0,0.0
340,M. Milligan,25479,184275,17195.5,0,0,0,0,0,0,0,0,3,0,1,0,246,232,2.83,0,10,15,2.13,10,11,0,0,0,0.0,0.0,0.0,0.0,77.3,3.1,4.7,3.1,0.0,0.0
342,M. Murillo,35858,722996,11612.7,0,0,0,1,1,1,0,0,6,0,2,0,82,61,1.5,0,7,19,1.36,0,13,0,0,0,0.0,0.0,0.5,0.5,38.1,3.3,8.8,0.0,0.0,0.0
343,M. Niang,57942,77694,14996.9,1,1,0,8,5,5,3,0,6,2,2,0,68,49,2.13,3,7,43,2.17,2,31,0,0,0,0.4,0.4,2.9,1.8,24.5,2.5,15.5,0.7,0.0,0.0
344,M. Pazdan,27738,198876,10743.4,0,0,0,0,0,0,0,0,1,0,0,0,154,134,1.72,0,9,10,1.5699999999999998,3,7,0,0,0,0.0,0.0,0.0,0.0,77.4,4.5,5.0,1.5,0.0,0.0
347,M. Pouraliganji,32520,238347,17744.5,0,0,0,0,0,0,0,0,0,0,0,0,56,46,2.52,0,12,11,1.26,8,5,0,0,0,0.0,0.0,0.0,0.0,17.0,3.7,3.3,2.4,0.0,0.0
348,M. Rashford,4826,794356,7189.900000000001,0,0,0,4,1,4,0,0,2,0,0,0,41,32,1.64,1,2,25,1.15,0,14,0,0,0,0.0,0.0,3.0,0.8,30.8,1.5,18.8,0.0,0.0,0.0
349,M. Rojo,24548,203304,11558.3,1,0,0,2,1,1,1,0,2,0,0,0,137,126,1.82,0,5,15,1.61,4,12,0,0,0,0.5,0.0,0.9,0.5,64.0,2.3,7.0,1.9,0.0,0.0
350,M. Ryan,25479,184170,17195.5,0,0,0,0,0,0,0,0,0,0,0,0,95,90,2.84,0,4,0,0.0,1,0,14,9,0,0.0,0.0,0.0,0.0,29.8,1.3,0.0,0.3,4.4,0.0
351,M. Rybus,27738,198782,11708.4,0,0,0,1,1,0,1,0,2,2,0,0,64,56,1.75,2,16,25,1.04,6,13,0,0,0,0.0,0.0,0.5,0.5,29.5,7.4,11.5,2.8,0.0,0.0
353,M. Taremi,32520,237960,13671.8,0,0,0,3,0,0,1,2,4,1,0,0,37,27,2.44,0,19,28,2.09,5,17,0,0,0,0.0,0.0,1.2,0.0,14.6,7.5,11.1,2.0,0.0,0.0
354,M. Trauco,46782,345438,17346.5,0,0,0,0,0,0,0,0,2,0,0,0,174,144,2.49,1,17,45,2.11,5,32,0,0,0,0.0,0.0,0.0,0.0,54.2,5.3,14.0,1.6,0.0,0.0
355,M. Ureña,33742,203592,7329.200000000001,0,0,0,2,1,1,1,0,4,2,0,0,19,13,1.45,0,0,20,0.95,0,9,0,0,0,0.0,0.0,1.5,0.7,14.0,0.0,14.7,0.0,0.0,0.0
356,M. Vecino,47010,349047,14640.8,0,0,0,2,0,2,0,0,5,0,0,0,204,178,2.63,1,18,23,1.73,1,15,0,0,0,0.0,0.0,0.7,0.0,75.2,6.6,8.5,0.4,0.0,0.0
357,M. Veljkovic,17322,11095,5696.8,0,0,0,0,0,0,0,0,0,0,0,0,45,43,0.96,0,4,7,0.57,1,4,0,0,0,0.0,0.0,0.0,0.0,42.7,3.8,6.6,0.9,0.0,0.0
358,M. Wagué,57942,1126044,12722.1,1,0,0,1,1,1,0,0,1,0,0,0,78,63,1.64,0,13,18,2.19,1,12,0,0,0,0.4,0.0,0.4,0.4,33.1,5.5,7.6,0.4,0.0,0.0
359,M. Yoshida,38739,2109,17105.5,0,0,0,2,0,0,0,2,4,0,0,0,241,219,2.71,1,19,15,1.97,10,10,0,0,0,0.0,0.0,0.6,0.0,76.1,6.0,4.7,3.2,0.0,0.0
360,M. da Costa,48648,304860,12678.3,0,0,0,2,0,1,0,1,2,0,1,0,79,62,2.37,0,11,11,0.8700000000000001,7,5,0,0,0,0.0,0.0,0.9,0.0,33.6,4.7,4.7,3.0,0.0,0.0
361,M. 고메스,9444,44193,6554.2,0,0,0,4,3,1,0,3,0,1,0,0,11,7,2.1,0,1,1,0.0,1,0,0,0,0,0.0,0.0,3.3,2.5,9.1,0.8,0.8,0.8,0.0,0.0
362,M. 노이어,9444,44136,17733.9,0,0,0,0,0,0,0,0,0,0,0,0,79,72,2.74,0,6,2,1.0,2,2,14,10,0,0.0,0.0,0.0,0.0,24.1,1.8,0.6,0.6,4.3,0.0
363,M. 로이스,9444,45072,14131.3,1,0,0,5,1,3,2,0,3,1,0,0,118,96,2.48,2,7,18,2.06,0,12,0,0,0,0.4,0.0,1.9,0.4,45.1,2.7,6.9,0.0,0.0,0.0
364,M. 외질,6296,6638,11791.2,0,0,0,2,0,0,2,0,0,0,0,0,172,152,1.77,2,1,24,1.4300000000000002,0,18,0,0,0,0.0,0.0,0.9,0.0,78.8,0.5,11.0,0.0,0.0,0.0
365,M. 훔멜스,6296,29590,11791.2,0,0,0,6,2,1,2,3,3,0,1,0,109,101,1.86,0,11,21,1.42,3,16,0,0,0,0.0,0.0,2.7,0.9,49.9,5.0,9.6,1.4,0.0,0.0
367,Marcelo,19140,9930,12440.2,0,0,0,3,1,1,2,0,0,0,0,0,196,160,2.13,1,11,30,2.23,2,25,0,0,0,0.0,0.0,1.3,0.4,85.1,4.8,13.0,0.9,0.0,0.0
369,Marwan Mohsen,48387,360675,12755.6,0,0,0,4,1,1,0,3,4,1,0,0,35,22,1.88,1,10,35,2.04,4,23,0,0,0,0.0,0.0,1.7,0.4,14.8,4.2,14.8,1.7,0.0,0.0
371,Min-Woo Kim,29710,190598,9117.9,0,0,0,1,0,1,0,0,3,0,0,0,48,34,1.41,0,4,10,0.86,5,6,0,0,0,0.0,0.0,0.6,0.0,28.4,2.4,5.9,3.0,0.0,0.0
372,Mohamed Abdel-Shafi,48387,359925,17554.2,0,0,0,0,0,0,0,0,2,0,0,0,150,126,2.52,0,16,32,2.38,4,25,0,0,0,0.0,0.0,0.0,0.0,46.1,4.9,9.8,1.2,0.0,0.0
373,Mohamed El Shenawy,32258,240000,11483.4,0,0,0,0,0,0,0,0,0,0,0,0,27,22,1.62,0,4,1,1.0,0,1,9,5,0,0.0,0.0,0.0,0.0,12.7,1.9,0.5,0.0,4.2,0.0
374,Mohamed Elneny,48387,361017,15690.9,0,0,0,3,0,3,0,0,3,0,0,0,111,102,2.74,1,9,13,1.0,2,4,0,0,0,0.0,0.0,1.0,0.0,38.2,3.1,4.5,0.7,0.0,0.0
375,Mohamed Salah,32258,240706,11716.7,2,0,0,6,2,0,6,0,1,3,0,0,42,32,1.52,1,4,29,1.17,0,16,0,0,0,0.9,0.0,2.8,0.9,19.4,1.8,13.4,0.0,0.0,0.0
376,Mohammad Al Sahlawi,33042,245342,6177.0,0,0,0,2,0,0,2,0,2,0,0,0,9,9,2.0,0,0,10,1.53,0,8,0,0,0,0.0,0.0,1.7,0.0,7.9,0.0,8.7,0.0,0.0,0.0
377,Mohammed Al Burayk,49563,878862,17636.1,0,0,0,3,0,3,0,0,0,0,0,0,219,185,2.53,0,17,35,2.27,4,26,0,0,0,0.0,0.0,0.9,0.0,67.1,5.2,10.7,1.2,0.0,0.0
378,Mohammed Al Owais,16521,248328,5762.8,0,0,0,0,0,0,0,0,0,0,0,0,19,15,0.79,0,0,0,0.0,0,0,4,3,0,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,3.7,0.0
380,Motaz Hawsawi,16521,139391,6070.8,0,0,0,0,0,0,0,0,0,0,0,0,31,28,0.9,0,2,7,0.71,0,5,0,0,0,0.0,0.0,0.0,0.0,27.6,1.8,6.2,0.0,0.0,0.0
382,Munir,48648,19527,17681.0,0,0,0,0,0,0,0,0,1,0,1,0,46,40,2.64,0,1,0,0.0,1,0,9,5,0,0.0,0.0,0.0,0.0,14.0,0.3,0.0,0.3,2.7,0.0
383,Mário Fernandes,43074,123369,14970.6,0,1,0,0,0,0,0,0,0,1,0,0,100,86,2.5700000000000003,0,13,26,1.63,6,19,0,0,0,0.0,0.4,0.0,0.0,36.1,4.7,9.4,2.2,0.0,0.0
384,N. Amrabat,48648,98904,16240.8,0,0,0,1,0,1,0,0,9,1,1,0,78,59,2.22,1,10,68,2.2,2,48,0,0,0,0.0,0.0,0.3,0.0,25.9,3.3,22.6,0.7,0.0,0.0
385,N. Chadli,11258,522,5898.900000000001,0,0,0,0,0,0,0,0,0,0,0,0,52,43,1.19,1,4,10,0.33,0,3,0,0,0,0.0,0.0,0.0,0.0,47.6,3.7,9.2,0.0,0.0,0.0
386,N. Dirar,32432,298148,11798.1,0,0,0,1,0,1,0,0,4,0,0,0,76,69,1.8,0,15,33,1.12,3,18,0,0,0,0.0,0.0,0.5,0.0,34.8,6.9,15.1,1.4,0.0,0.0
388,N. Jørgensen,15424,30160,10008.3,0,1,0,2,0,0,1,1,3,2,0,0,32,20,1.28,0,2,19,1.29,1,12,0,0,0,0.0,0.5,1.1,0.0,17.3,1.1,10.3,0.5,0.0,0.0
389,N. Kanté,13254,94584,17274.5,0,0,0,0,0,0,0,0,4,0,0,0,190,176,2.77,1,28,47,1.98,4,32,0,0,0,0.0,0.0,0.0,0.0,59.4,8.8,14.7,1.3,0.0,0.0
390,N. Matić,51966,210366,17540.5,0,0,0,3,0,1,2,0,6,0,2,0,132,117,2.65,1,14,58,1.89,1,37,0,0,0,0.0,0.0,0.9,0.0,40.6,4.3,17.9,0.3,0.0,0.0
391,N. Milenković,51966,1272723,17540.5,0,0,0,0,0,0,0,0,1,0,0,0,112,99,2.62,0,14,14,2.16,11,11,0,0,0,0.0,0.0,0.0,0.0,34.5,4.3,4.3,3.4,0.0,0.0
392,N. Nández,47010,898854,8782.2,0,0,0,0,0,0,0,0,2,0,0,0,78,65,2.55,1,2,29,2.05,0,20,0,0,0,0.0,0.0,0.0,0.0,48.0,1.2,17.8,0.0,0.0,0.0
393,N. Otamendi,36822,210258,17330.3,0,0,0,4,1,1,0,3,3,0,1,0,209,193,2.77,0,11,28,2.1,7,19,0,0,0,0.0,0.0,1.2,0.3,65.1,3.4,8.7,2.2,0.0,0.0
395,N. Sliti,48828,78300,11358.8,0,0,0,6,1,5,1,0,1,0,0,0,58,41,2.09,0,5,34,2.02,2,23,0,0,0,0.0,0.0,2.9,0.5,27.6,2.4,16.2,1.0,0.0,0.0
396,N. Tagliafico,36822,260166,16407.3,0,0,0,2,0,0,1,1,5,0,0,0,175,152,2.58,0,13,30,1.86,1,20,0,0,0,0.0,0.0,0.7,0.0,57.6,4.3,9.9,0.3,0.0,0.0
397,N. 슐레,3148,134383,6140.0,0,0,0,0,0,0,0,0,0,0,0,0,82,80,0.98,0,3,11,0.55,4,6,0,0,0,0.0,0.0,0.0,0.0,72.1,2.6,9.7,3.5,0.0,0.0
398,Nacho,1598,3304,5753.8,1,0,0,1,1,1,0,0,3,0,0,0,49,46,0.94,0,2,15,0.67,4,10,0,0,0,0.9,0.0,0.9,0.9,46.0,1.9,14.1,3.8,0.0,0.0
399,Neymar,19140,122430,17547.0,1,1,0,16,8,11,4,1,5,5,1,0,170,145,2.57,8,1,105,2.25,0,79,0,0,0,0.3,0.3,4.9,2.5,52.3,0.3,32.3,0.0,0.0,0.0
400,O. Dembélé,13254,859170,10160.7,0,0,0,3,0,1,2,0,1,0,0,0,65,50,2.09,1,4,29,2.23,0,22,0,0,0,0.0,0.0,1.6,0.0,34.5,2.1,15.4,0.0,0.0,0.0
401,O. Ebrahimi,32520,236973,16604.3,0,0,0,0,0,0,0,0,5,0,1,0,67,60,2.69,0,16,35,1.76,7,19,0,0,0,0.0,0.0,0.0,0.0,21.8,5.2,11.4,2.3,0.0,0.0
402,O. Etebo,50469,1273872,17013.0,0,0,1,7,1,7,0,0,4,0,0,0,140,127,2.68,0,9,68,2.22,1,51,0,0,0,0.0,0.0,2.2,0.3,44.4,2.9,21.6,0.3,0.0,0.0
403,O. Giroud,13254,78030,13070.3,0,1,0,5,1,0,4,1,4,0,0,0,32,25,2.54,1,2,37,1.31,1,19,0,0,0,0.0,0.4,2.1,0.4,13.2,0.8,15.3,0.4,0.0,0.0
404,O. Haddadi,16276,120717,5975.2,0,1,0,0,0,0,0,0,1,0,0,0,27,25,0.93,0,3,6,1.0,3,6,0,0,0,0.0,0.9,0.0,0.0,24.4,2.7,5.4,2.7,0.0,0.0
406,O. Ighalo,50469,15885,8121.599999999999,0,0,0,4,2,2,1,1,6,0,0,0,13,11,2.71,0,6,28,2.14,4,18,0,0,0,0.0,0.0,2.7,1.3,8.6,4.0,18.6,2.7,0.0,0.0
407,O. Murillo,12430,91002,5763.2,0,0,0,1,0,0,0,1,0,0,0,0,42,36,0.86,0,5,9,0.89,5,8,0,0,0,0.0,0.0,0.9,0.0,39.4,4.7,8.4,4.7,0.0,0.0
409,O. Toivonen,21141,369,15136.6,1,0,0,2,2,1,0,1,4,0,0,0,54,37,2.01,1,3,21,2.03,2,14,0,0,0,0.4,0.0,0.7,0.7,19.3,1.1,7.5,0.7,0.0,0.0
410,Omar Hawsawi,16521,122651,5802.5,0,0,0,0,0,0,0,0,1,0,0,0,56,47,0.84,0,3,9,0.56,4,5,0,0,0,0.0,0.0,0.0,0.0,52.1,2.8,8.4,3.7,0.0,0.0
411,Osama Hawsawi,49563,368517,17636.1,0,0,0,0,0,0,0,0,3,0,0,0,124,115,2.78,0,18,28,1.86,9,17,0,0,0,0.0,0.0,0.0,0.0,38.0,5.5,8.6,2.8,0.0,0.0
412,P. Aquino,46782,417234,9247.1,0,0,0,1,0,1,0,0,5,0,1,0,98,88,2.76,1,11,31,2.07,6,18,0,0,0,0.0,0.0,0.6,0.0,57.2,6.4,18.1,3.5,0.0,0.0
414,P. Gallese,46782,344394,17346.5,0,0,0,0,0,0,0,0,0,0,0,0,48,40,2.53,0,5,0,0.0,0,0,9,7,0,0.0,0.0,0.0,0.0,14.9,1.6,0.0,0.0,2.8,0.0
415,P. Guerrero,46782,44727,13467.9,1,1,0,6,5,2,2,2,4,3,1,0,41,29,2.33,0,4,34,2.17,3,23,0,0,0,0.4,0.4,2.4,2.0,16.4,1.6,13.6,1.2,0.0,0.0
417,P. Jansson,7047,50806,5775.2,0,0,0,1,0,0,0,1,2,0,0,0,48,47,0.98,0,1,2,1.0,2,2,0,0,0,0.0,0.0,0.9,0.0,44.9,0.9,1.9,1.9,0.0,0.0
418,P. Jones,2413,7918,5593.1,0,0,0,0,0,0,0,0,2,0,0,0,70,65,0.93,0,3,11,0.64,1,7,0,0,0,0.0,0.0,0.0,0.0,67.6,2.9,10.6,1.0,0.0,0.0
419,P. Kimpembe,4418,231138,5692.6,0,0,0,0,0,0,0,0,1,0,0,0,75,70,0.93,0,7,7,0.86,5,6,0,0,0,0.0,0.0,0.0,0.0,71.1,6.6,6.6,4.7,0.0,0.0
420,P. Pogba,8836,15872,11194.9,0,0,0,3,1,3,0,0,3,0,1,0,118,99,1.6800000000000002,3,3,31,1.35,2,21,0,0,0,0.0,0.0,1.4,0.5,56.9,1.4,15.0,1.0,0.0,0.0
421,P. Sisto,23136,725835,13459.2,0,0,0,4,1,2,2,0,1,0,1,0,80,66,2.23,0,6,52,2.19,0,37,0,0,0,0.0,0.0,1.6,0.4,32.1,2.4,20.9,0.0,0.0,0.0
422,P. Zieliński,41607,299706,16453.3,0,0,0,3,0,1,2,0,1,0,0,0,154,127,2.47,1,2,25,2.09,0,17,0,0,0,0.0,0.0,1.0,0.0,50.5,0.7,8.2,0.0,0.0,0.0
423,Paulinho,19140,121650,12200.7,1,0,0,2,1,1,1,0,1,0,0,0,92,85,2.75,0,7,19,1.86,0,12,0,0,0,0.4,0.0,0.9,0.4,40.7,3.1,8.4,0.0,0.0,0.0
424,Pepe,29715,9915,17672.4,0,0,0,0,0,0,0,0,3,0,0,0,122,102,2.46,0,14,20,1.78,9,12,0,0,0,0.0,0.0,0.0,0.0,37.3,4.3,6.1,2.8,0.0,0.0
425,Philippe Coutinho,19140,11406,16706.7,2,1,0,12,4,12,0,0,3,0,1,0,215,197,2.75,4,9,37,1.91,1,24,0,0,0,0.6,0.3,3.9,1.3,69.5,2.9,12.0,0.3,0.0,0.0
426,Piqué,4794,10023,17494.9,0,0,0,4,1,2,0,2,2,0,0,0,217,203,2.81,0,10,10,2.0,4,5,0,0,0,0.0,0.0,1.2,0.3,67.0,3.1,3.1,1.2,0.0,0.0
427,R. Avila,35858,723072,6869.5,0,1,0,1,0,0,1,0,5,0,1,0,41,35,1.72,0,1,24,1.12,0,13,0,0,0,0.0,0.8,0.8,0.0,32.2,0.8,18.9,0.0,0.0,0.0
429,R. Bedoui,16276,120900,5975.2,0,0,0,1,1,0,0,1,0,0,0,0,80,73,0.91,0,1,3,1.0,0,3,0,0,0,0.0,0.0,0.9,0.9,72.3,0.9,2.7,0.0,0.0,0.0
430,R. Bentancur,47010,1085421,15451.0,0,0,0,2,1,1,1,0,6,0,1,0,187,170,2.7,1,13,45,1.7,3,24,0,0,0,0.0,0.0,0.7,0.3,65.4,4.5,15.7,1.0,0.0,0.0
431,R. Cheshmi,10840,272829,5882.9,0,0,0,1,0,1,0,0,0,0,0,0,12,11,0.92,0,5,5,0.4,4,2,0,0,0,0.0,0.0,0.9,0.0,11.0,4.6,4.6,3.7,0.0,0.0
432,R. Falcao,37290,10350,16090.5,1,0,0,5,3,3,1,1,4,3,0,0,61,48,2.33,0,3,61,1.75,3,37,0,0,0,0.3,0.0,1.7,1.0,20.5,1.0,20.5,1.0,0.0,0.0
