,player_name,team_id,player_id,playing_time,goals,assists,own_goals,total_shots,shots_on_target,rfoot_shots,lfoot_shots,header_shots,fouls,offsides,yellow_cards,red_cards,total_passes,acc_passes,pass_accuracy,key_passes,interceptions,tackle,tackle_accuracy,clearances,successful_tackles,total_saves,successful_saves,save_rate,goals_per_90min,assists_per_90min,total_shots_per_90min,shots_on_target_per_90min,total_passes_per_90min,interceptions_per_90min,tackle_per_90min,clearances_per_90min,total_saves_per_90min,save_rate_per_90min
433,R. Gíslason,15678,112292,7872.8,0,0,0,1,0,1,0,0,2,0,0,0,28,21,1.72,0,3,20,1.25,1,12,0,0,0,0.0,0.0,0.7,0.0,19.2,2.1,13.7,0.7,0.0,0.0
435,R. Kruse,25479,48453,12668.7,0,0,0,1,0,1,0,0,2,2,0,0,52,39,2.25,0,6,26,1.83,0,17,0,0,0,0.0,0.0,0.4,0.0,22.2,2.6,11.1,0.0,0.0,0.0
437,R. Lewandowski,41607,44451,17353.5,0,0,0,8,3,4,2,2,4,1,0,0,65,56,2.64,1,6,46,2.02,2,30,0,0,0,0.0,0.0,2.5,0.9,20.2,1.9,14.3,0.6,0.0,0.0
438,R. Loftus-Cheek,7239,706665,12333.2,0,1,0,2,0,0,1,1,2,0,1,0,75,63,2.39,0,2,36,2.1,0,24,0,0,0,0.0,0.4,0.9,0.0,32.8,0.9,15.8,0.0,0.0,0.0
439,R. Lukaku,11258,15810,9430.3,4,0,0,5,4,1,3,1,3,0,0,0,30,21,1.4,0,0,13,1.54,0,10,0,0,0,2.3,0.0,2.9,2.3,17.2,0.0,7.4,0.0,0.0,0.0
441,R. Olsen,21141,152394,17492.8,0,0,0,0,0,0,0,0,0,0,0,0,47,33,2.15,0,4,0,0.0,1,0,9,7,0,0.0,0.0,0.0,0.0,14.5,1.2,0.0,0.3,2.8,0.0
442,R. Rezaeian,32520,237294,17744.5,0,0,0,1,0,1,0,0,4,0,0,0,73,50,2.03,2,10,28,1.62,7,16,0,0,0,0.0,0.0,0.3,0.0,22.2,3.0,8.5,2.1,0.0,0.0
443,R. Rodríguez,20091,44766,17546.3,0,0,0,3,0,1,2,0,4,0,0,0,119,100,2.52,0,11,50,1.79,5,29,0,0,0,0.0,0.0,0.9,0.0,36.6,3.4,15.4,1.5,0.0,0.0
445,R. Saïss,32432,52452,11792.8,0,0,0,1,0,0,0,1,2,0,0,0,90,82,1.81,0,15,11,1.3199999999999998,10,7,0,0,0,0.0,0.0,0.5,0.0,41.2,6.9,5.0,4.6,0.0,0.0
446,R. Sigurðsson,23517,167949,14058.8,0,0,0,0,0,0,0,0,3,0,0,0,49,39,2.38,0,16,16,1.62,7,8,0,0,0,0.0,0.0,0.0,0.0,18.8,6.1,6.1,2.7,0.0,0.0
447,R. Sterling,4826,22132,10068.4,0,1,0,2,1,1,0,1,6,2,0,0,49,44,1.72,0,3,25,0.8700000000000001,0,12,0,0,0,0.0,0.5,1.1,0.5,26.3,1.6,13.4,0.0,0.0,0.0
448,R. Tapia,31188,278150,9119.4,0,0,0,1,0,1,0,0,3,0,1,0,51,40,1.58,0,11,19,0.89,4,8,0,0,0,0.0,0.0,0.6,0.0,30.2,6.5,11.3,2.4,0.0,0.0
449,R. Torres,53787,273789,15041.2,0,0,0,4,0,3,0,1,1,0,0,0,71,62,2.57,0,17,8,2.0,11,5,0,0,0,0.0,0.0,1.4,0.0,25.5,6.1,2.9,3.9,0.0,0.0
450,R. Varane,13254,9927,17274.5,0,0,0,2,0,0,0,2,1,0,0,0,192,176,2.73,0,10,11,2.5,7,10,0,0,0,0.0,0.0,0.6,0.0,60.0,3.1,3.4,2.2,0.0,0.0
452,R. Zobnin,43074,311046,17250.6,0,0,0,5,1,3,1,1,3,0,0,0,118,94,2.33,0,21,42,2.23,5,31,0,0,0,0.0,0.0,1.6,0.3,36.9,6.6,13.1,1.6,0.0,0.0
454,Raphaël Guerreiro,29715,86721,17672.4,0,0,0,2,0,0,2,0,5,0,1,0,149,128,2.58,1,13,39,1.96,3,25,0,0,0,0.0,0.0,0.6,0.0,45.5,4.0,11.9,0.9,0.0,0.0
456,Ricardo Quaresma,19810,65194,5940.400000000001,1,0,0,4,1,4,0,0,3,0,1,0,37,24,1.32,0,1,22,1.58,0,17,0,0,0,0.9,0.0,3.6,0.9,33.6,0.9,20.0,0.0,0.0,0.0
459,Rui Patrício,29715,210402,17672.4,0,0,0,0,0,0,0,0,0,0,0,0,61,52,2.57,0,3,1,1.0,0,1,11,7,0,0.0,0.0,0.0,0.0,18.6,0.9,0.3,0.0,3.4,0.0
460,S. Agüero,24548,16650,9072.2,1,0,0,4,2,2,2,0,0,2,0,0,53,41,1.58,0,2,24,1.64,0,20,0,0,0,0.6,0.0,2.4,1.2,31.5,1.2,14.3,0.0,0.0,0.0
462,S. Arias,37290,210408,17542.2,0,0,0,1,0,1,0,0,8,1,0,0,140,116,2.47,1,14,25,1.9,3,16,0,0,0,0.0,0.0,0.3,0.0,43.1,4.3,7.7,0.9,0.0,0.0
463,S. Azmoun,32520,237018,17744.5,0,0,0,2,1,2,0,0,6,0,1,0,46,30,1.9,4,8,33,1.44,4,17,0,0,0,0.0,0.0,0.6,0.3,14.0,2.4,10.0,1.2,0.0,0.0
464,S. Ben Youssef,32552,20028,8281.9,0,0,0,0,0,0,0,0,5,0,0,0,43,36,1.67,0,10,23,0.8200000000000001,4,12,0,0,0,0.0,0.0,0.0,0.0,28.0,6.5,15.0,2.6,0.0,0.0
465,S. Coates,15670,7954,5802.2,0,0,0,0,0,0,0,0,2,0,0,0,62,59,0.95,0,2,11,0.64,0,7,0,0,0,0.0,0.0,0.0,0.0,57.7,1.9,10.2,0.0,0.0,0.0
466,S. Ezatolahi,21680,483294,10516.8,0,0,0,1,1,0,0,1,4,1,0,0,41,32,1.56,1,17,27,1.09,12,15,0,0,0,0.0,0.0,0.5,0.5,21.1,8.7,13.9,6.2,0.0,0.0
468,S. Ignashevich,43074,304749,17250.6,0,0,0,2,2,0,0,2,1,0,0,0,82,68,2.48,0,14,15,2.29,15,11,0,0,0,0.0,0.0,0.6,0.6,25.7,4.4,4.7,4.7,0.0,0.0
469,S. Ingason,15678,114694,7703.400000000001,0,0,0,3,1,0,0,3,3,0,0,0,40,34,1.73,0,12,14,0.93,5,6,0,0,0,0.0,0.0,2.1,0.7,28.0,8.4,9.8,3.5,0.0,0.0
470,S. Kagawa,25826,29632,8519.9,1,0,0,2,1,1,1,0,0,0,0,0,80,71,1.77,1,2,18,1.35,1,12,0,0,0,0.6,0.0,1.3,0.6,50.7,1.3,11.4,0.6,0.0,0.0
472,S. Khaoui,16276,275243,5766.0,0,0,0,1,0,0,1,0,2,0,0,0,34,30,0.88,2,2,13,0.69,0,9,0,0,0,0.0,0.0,0.9,0.0,31.8,1.9,12.2,0.0,0.0,0.0
473,S. Kjær,23136,61299,17268.300000000003,0,0,0,0,0,0,0,0,2,0,0,0,142,124,2.58,0,16,14,1.15,14,6,0,0,0,0.0,0.0,0.0,0.0,44.4,5.0,4.4,4.4,0.0,0.0
474,S. Larsson,21141,25587,14297.3,0,0,0,1,0,1,0,0,6,0,2,0,122,100,2.3200000000000003,0,12,25,0.75,6,8,0,0,0,0.0,0.0,0.4,0.0,46.1,4.5,9.4,2.3,0.0,0.0
475,S. Lichtsteiner,20091,61395,16944.2,0,0,0,2,0,1,1,0,2,0,2,0,118,89,2.24,1,17,45,1.7,1,27,0,0,0,0.0,0.0,0.6,0.0,37.6,5.4,14.3,0.3,0.0,0.0
476,S. Mandanda,4418,25552,5692.6,0,0,0,0,0,0,0,0,0,0,0,0,26,24,0.92,0,2,0,0.0,0,0,1,1,0,0.0,0.0,0.0,0.0,24.7,1.9,0.0,0.0,0.9,0.0
477,S. Mané,57942,77241,17284.2,1,0,0,3,1,2,1,0,7,4,0,0,93,73,2.33,5,13,47,1.9,0,30,0,0,0,0.3,0.0,0.9,0.3,29.1,4.1,14.7,0.0,0.0,0.0
478,S. Milinković-Savić,51966,797595,17540.5,0,0,0,5,0,4,0,1,9,2,1,0,109,86,2.35,3,12,57,1.63,3,32,0,0,0,0.0,0.0,1.5,0.0,33.6,3.7,17.5,0.9,0.0,0.0
480,S. N'Zonzi,4418,8200,5692.6,0,0,0,0,0,0,0,0,0,0,0,0,63,58,0.92,0,4,4,0.75,2,3,0,0,0,0.0,0.0,0.0,0.0,59.8,3.8,3.8,1.9,0.0,0.0
484,S. Sané,57942,78345,17284.2,0,0,0,3,0,2,0,1,1,0,1,0,116,101,2.62,1,19,16,2.51,11,13,0,0,0,0.0,0.0,0.9,0.0,36.2,5.9,5.0,3.4,0.0,0.0
485,S. Umtiti,8836,50794,11581.9,0,0,0,1,0,0,1,0,3,0,0,0,86,81,1.86,0,8,17,1.23,3,11,0,0,0,0.0,0.0,0.5,0.0,40.1,3.7,7.9,1.4,0.0,0.0
486,S. Zuber,13394,99994,11769.4,1,0,0,2,1,1,0,1,1,1,0,0,66,49,1.48,1,4,25,1.2999999999999998,2,16,0,0,0,0.5,0.0,0.9,0.5,30.3,1.8,11.5,0.9,0.0,0.0
487,S. 케디라,6296,6636,7204.2,0,0,0,3,1,2,0,1,2,0,0,0,100,85,1.7,0,6,20,1.38,1,14,0,0,0,0.0,0.0,2.2,0.7,75.0,4.5,15.0,0.7,0.0,0.0
488,Salem Al Dawsari,49563,368496,17636.1,1,0,0,7,2,7,0,0,4,1,0,0,174,153,2.64,0,8,70,2.27,0,53,0,0,0,0.3,0.0,2.1,0.6,53.3,2.4,21.4,0.0,0.0,0.0
489,Salman Al Faraj,49563,368541,17636.1,1,0,0,3,1,0,3,0,2,1,0,0,254,225,2.67,2,15,44,1.94,3,27,0,0,0,0.3,0.0,0.9,0.3,77.8,4.6,13.5,0.9,0.0,0.0
490,Sergio Busquets,4794,10038,17494.9,0,1,0,3,1,1,0,2,5,0,1,0,225,209,2.78,0,11,26,1.87,0,17,0,0,0,0.0,0.3,0.9,0.3,69.4,3.4,8.0,0.0,0.0,0.0
491,Sergio Ramos,4794,9918,17494.9,0,0,0,3,0,3,0,0,2,0,0,0,311,300,2.89,0,9,15,2.47,2,12,0,0,0,0.0,0.0,0.9,0.0,96.0,2.8,4.6,0.6,0.0,0.0
494,Sung-Yeung Ki,29710,123924,11585.4,0,0,0,3,2,2,0,1,5,0,0,0,79,71,1.7999999999999998,1,13,28,0.98,4,15,0,0,0,0.0,0.0,1.4,0.9,36.8,6.1,13.1,1.9,0.0,0.0
495,T. Alderweireld,11258,72,11535.4,0,1,0,2,0,2,0,0,0,0,0,0,161,145,1.79,1,5,8,1.25,3,5,0,0,0,0.0,0.5,0.9,0.0,75.4,2.3,3.7,1.4,0.0,0.0
498,T. Cionek,13869,99661,5758.2,0,0,1,0,0,0,0,0,1,0,0,0,71,67,0.94,0,3,5,0.6,3,3,0,0,0,0.0,0.0,0.0,0.0,66.6,2.8,4.7,2.8,0.0,0.0
499,T. Courtois,16887,10287,17128.5,0,0,0,0,0,0,0,0,0,0,0,0,82,72,2.64,0,9,0,0.0,1,0,9,7,0,0.0,0.0,0.0,0.0,25.9,2.8,0.0,0.3,2.8,0.0
500,T. Delaney,23136,167970,17268.300000000003,0,0,0,3,0,0,2,1,7,0,1,0,111,95,2.5700000000000003,0,12,32,1.57,3,16,0,0,0,0.0,0.0,0.9,0.0,34.7,3.8,10.0,0.9,0.0,0.0
502,T. Hazard,11258,51244,6318.900000000001,0,0,0,3,0,3,0,0,1,1,0,0,50,41,1.81,0,6,11,1.55,2,9,0,0,0,0.0,0.0,2.6,0.0,42.7,5.1,9.4,1.7,0.0,0.0
503,T. Inui,38739,44508,12720.8,1,1,0,5,2,5,0,0,2,1,1,0,89,78,2.64,0,7,41,1.82,0,24,0,0,0,0.4,0.4,2.1,0.8,37.8,3.0,17.4,0.0,0.0,0.0
504,T. Jedvaj,9598,212604,5774.1,0,0,0,0,0,0,0,0,1,0,1,0,36,30,0.83,0,1,7,0.29,1,2,0,0,0,0.0,0.0,0.0,0.0,33.7,0.9,6.5,0.9,0.0,0.0
505,T. Jurić,25479,209934,6276.200000000001,0,0,0,0,0,0,0,0,0,0,0,0,17,10,1.81,0,1,12,2.6,1,10,0,0,0,0.0,0.0,0.0,0.0,14.6,0.9,10.3,0.9,0.0,0.0
506,T. Lemar,4418,28922,5692.6,0,0,0,1,0,0,1,0,1,0,0,0,53,48,0.91,1,1,10,0.6,0,6,0,0,0,0.0,0.0,0.9,0.0,50.3,0.9,9.5,0.0,0.0,0.0
507,T. Makino,12913,94630,5645.1,0,0,0,1,0,1,0,0,1,0,1,0,81,78,0.96,0,5,5,0.8,5,4,0,0,0,0.0,0.0,1.0,0.0,77.5,4.8,4.8,4.8,0.0,0.0
508,T. Meunier,11258,75648,11535.4,0,1,0,2,1,1,1,0,6,0,1,0,88,70,1.59,2,8,18,1.02,0,9,0,0,0,0.0,0.5,0.9,0.5,41.2,3.7,8.4,0.0,0.0,0.0
509,T. Rogić,25479,184221,13628.7,0,0,0,5,2,0,5,0,3,0,1,0,57,51,2.75,2,4,51,2.13,0,37,0,0,0,0.0,0.0,2.0,0.8,22.6,1.6,20.2,0.0,0.0,0.0
510,T. Sainsbury,25479,184185,17195.5,0,0,0,2,0,0,0,2,2,0,0,0,191,174,2.72,0,20,25,1.52,5,14,0,0,0,0.0,0.0,0.6,0.0,60.0,6.3,7.9,1.6,0.0,0.0
513,T. 뮐러,9444,44196,13832.3,0,0,0,3,0,1,0,2,3,1,1,0,107,78,2.28,1,9,23,2.33,0,14,0,0,0,0.0,0.0,1.2,0.0,41.8,3.5,9.0,0.0,0.0,0.0
514,T. 베르너,9444,519642,17255.3,0,0,0,7,1,6,1,0,1,3,0,0,82,58,2.22,0,10,27,2.2,1,19,0,0,0,0.0,0.0,2.2,0.3,25.7,3.1,8.4,0.3,0.0,0.0
515,T. 크로스,9444,44169,17733.9,1,0,0,15,5,10,5,0,1,0,0,0,314,293,2.81,2,4,31,2.06,1,21,0,0,0,0.3,0.0,4.6,1.5,95.6,1.2,9.4,0.3,0.0,0.0
516,Taisir Al Jassim,33042,245154,8442.5,0,0,0,0,0,0,0,0,3,0,1,0,67,61,1.82,0,2,23,1.5,1,13,0,0,0,0.0,0.0,0.0,0.0,42.9,1.3,14.7,0.6,0.0,0.0
517,Tarek Hamed,48387,1312251,14730.4,0,0,0,1,0,1,0,0,7,0,0,0,138,116,2.53,1,14,35,1.82,3,22,0,0,0,0.0,0.0,0.4,0.0,50.6,5.1,12.8,1.1,0.0,0.0
518,Thiago Alcântara,3196,6690,6065.900000000001,0,0,0,2,0,1,1,0,1,0,0,0,113,109,1.88,0,0,15,1.67,0,11,0,0,0,0.0,0.0,1.8,0.0,100.6,0.0,13.4,0.0,0.0,0.0
519,Thiago Silva,19140,61182,17547.0,1,0,0,3,1,0,0,3,2,0,0,0,190,174,2.73,0,13,17,2.3,8,13,0,0,0,0.3,0.0,0.9,0.3,58.5,4.0,5.2,2.5,0.0,0.0
520,Trézéguet,48387,660336,14999.4,0,0,0,8,1,7,0,1,5,0,1,0,84,66,2.31,1,10,49,1.48,1,21,0,0,0,0.0,0.0,2.9,0.4,30.2,3.6,17.6,0.4,0.0,0.0
521,V. Amiri,32520,713508,17202.1,0,0,0,2,0,0,2,0,5,1,1,0,57,41,2.15,1,6,46,1.69,2,26,0,0,0,0.0,0.0,0.6,0.0,17.9,1.9,14.4,0.6,0.0,0.0
522,V. Behrami,20091,62814,13817.7,0,0,0,1,0,0,1,0,7,0,1,0,150,143,2.84,0,9,51,1.18,0,22,0,0,0,0.0,0.0,0.4,0.0,58.6,3.5,19.9,0.0,0.0,0.0
523,V. Claesson,21141,153432,16045.6,0,1,0,3,0,2,0,1,5,0,1,0,60,47,2.33,1,19,45,1.61,2,24,0,0,0,0.0,0.3,1.0,0.0,20.2,6.4,15.1,0.7,0.0,0.0
526,V. Lindelöf,14094,143406,11717.6,0,0,0,0,0,0,0,0,1,0,0,0,35,27,1.52,0,9,6,0.75,8,3,0,0,0,0.0,0.0,0.0,0.0,16.1,4.1,2.8,3.7,0.0,0.0
527,V. Moses,50469,25875,17442.3,1,1,0,7,1,5,2,0,4,0,0,0,93,70,2.23,0,19,52,2.19,7,37,0,0,0,0.3,0.3,2.2,0.3,28.8,5.9,16.1,2.2,0.0,0.0
528,V. Stojković,51966,383013,17540.5,0,0,0,0,0,0,0,0,0,0,0,0,55,49,2.65,0,1,2,0.5,0,1,14,10,0,0.0,0.0,0.0,0.0,16.9,0.3,0.6,0.0,4.3,0.0
529,V. Ćorluka,19196,29542,5959.400000000001,0,0,0,0,0,0,0,0,3,0,1,0,49,45,1.91,0,10,8,1.0,7,7,0,0,0,0.0,0.0,0.0,0.0,44.4,9.1,7.2,6.3,0.0,0.0
530,W. Barrios,24860,493856,9853.4,0,0,0,0,0,0,0,0,3,0,1,0,78,65,1.65,0,6,28,1.42,3,20,0,0,0,0.0,0.0,0.0,0.0,42.7,3.3,15.3,1.6,0.0,0.0
531,W. Caballero,24548,7102,11537.5,0,0,0,0,0,0,0,0,0,0,0,0,50,39,1.65,0,2,0,0.0,0,0,7,3,0,0.0,0.0,0.0,0.0,23.4,0.9,0.0,0.0,3.3,0.0
533,W. Khazri,48828,77328,16399.6,2,2,0,9,5,9,0,0,2,4,0,0,71,53,2.17,0,2,27,1.89,0,17,0,0,0,0.7,0.7,3.0,1.6,23.4,0.7,8.9,0.0,0.0,0.0
535,W. Ndidi,50469,796098,17442.3,0,0,0,3,1,3,0,0,4,0,0,0,142,126,2.69,2,27,43,1.95,4,28,0,0,0,0.0,0.0,0.9,0.3,44.0,8.4,13.3,1.2,0.0,0.0
536,W. Szczęsny,27738,15698,11708.4,0,0,0,0,0,0,0,0,0,0,0,0,38,33,1.74,0,4,1,0.0,0,0,7,2,0,0.0,0.0,0.0,0.0,17.5,1.8,0.5,0.0,3.2,0.0
537,W. Troost-Ekong,50469,33279,17442.3,0,0,0,2,0,0,1,1,2,0,1,0,105,93,2.65,0,13,17,1.49,11,9,0,0,0,0.0,0.0,0.6,0.0,32.5,4.0,5.3,3.4,0.0,0.0
538,William Carvalho,29715,113286,17672.4,0,0,0,0,0,0,0,0,4,0,0,0,186,167,2.69,0,6,32,1.83,2,19,0,0,0,0.0,0.0,0.0,0.0,56.8,1.8,9.8,0.6,0.0,0.0
539,Willian,19140,315999,14363.1,0,0,0,3,0,1,2,0,4,0,0,0,117,98,2.51,1,10,52,2.33,2,40,0,0,0,0.0,0.0,1.1,0.0,44.0,3.8,19.6,0.8,0.0,0.0
540,X. Shaqiri,20091,149616,16639.8,1,1,0,8,1,0,8,0,4,0,1,0,130,106,2.43,7,10,53,1.99,1,35,0,0,0,0.3,0.3,2.6,0.3,42.2,3.2,17.2,0.3,0.0,0.0
541,Y. Belhanda,48648,77994,14356.9,0,0,0,6,2,2,1,3,4,0,0,0,110,91,2.55,0,8,40,1.93,4,27,0,0,0,0.0,0.0,2.3,0.8,41.4,3.0,15.0,1.5,0.0,0.0
543,Y. Bárcenas,53787,723231,14081.1,0,0,0,5,2,4,1,0,4,1,1,0,66,53,2.39,1,3,32,2.22,0,22,0,0,0,0.0,0.0,1.9,0.8,25.3,1.2,12.3,0.0,0.0,0.0
544,Y. Carrasco,11258,269538,10269.6,0,0,0,5,4,5,0,0,3,0,0,0,46,36,1.56,0,9,28,1.58,1,23,0,0,0,0.0,0.0,2.6,2.1,24.2,4.7,14.7,0.5,0.0,0.0
546,Y. Gazinskiy,43074,306471,14279.1,1,0,0,2,1,1,0,1,3,0,1,0,102,86,2.53,0,13,17,1.35,3,8,0,0,0,0.4,0.0,0.8,0.4,38.6,4.9,6.4,1.1,0.0,0.0
547,Y. Meriah,48828,995289,17563.1,0,0,1,0,0,0,0,0,4,0,0,0,180,161,2.66,0,16,23,2.03,5,13,0,0,0,0.0,0.0,0.0,0.0,55.3,4.9,7.1,1.5,0.0,0.0
548,Y. Mina,24860,513268,11779.0,2,0,0,2,2,0,0,2,3,0,0,0,99,87,1.75,0,10,19,1.3,5,12,0,0,0,0.9,0.0,0.9,0.9,45.4,4.6,8.7,2.3,0.0,0.0
550,Y. Nagatomo,38739,61551,17105.5,0,1,0,0,0,0,0,0,1,0,0,0,111,96,2.59,0,10,26,1.73,10,15,0,0,0,0.0,0.3,0.0,0.0,35.0,3.2,8.2,3.2,0.0,0.0
551,Y. Poulsen,15424,112548,9468.3,1,0,0,2,1,0,1,1,6,1,2,0,37,30,1.63,1,6,37,1.35,0,23,0,0,0,0.6,0.0,1.1,0.6,21.1,3.4,21.1,0.0,0.0,0.0
552,Y. Sabaly,57942,85587,16017.5,0,0,0,2,1,2,0,0,7,1,1,0,92,71,2.19,1,9,36,1.79,4,21,0,0,0,0.0,0.0,0.7,0.3,31.0,3.0,12.1,1.3,0.0,0.0
553,Y. Sommer,20091,149565,17546.3,0,0,1,0,0,0,0,0,0,0,0,0,76,63,2.49,0,7,1,1.0,2,1,15,11,0,0.0,0.0,0.0,0.0,23.4,2.2,0.3,0.6,4.6,0.0
555,Y. Tielemans,11258,527604,6078.3,0,2,0,2,1,2,0,0,2,0,1,0,64,55,1.37,0,0,14,0.79,0,11,0,0,0,0.0,1.8,1.8,0.9,56.9,0.0,12.4,0.0,0.0,0.0
556,Y. Yotún,46782,344169,11448.1,0,0,0,3,1,0,3,0,5,0,1,0,141,121,2.57,0,7,27,1.74,0,16,0,0,0,0.0,0.0,1.4,0.5,66.5,3.3,12.7,0.0,0.0,0.0
557,Y. Zhirkov,28716,203714,10905.1,0,0,0,1,0,0,1,0,2,0,0,0,69,47,1.37,1,8,22,1.07,7,12,0,0,0,0.0,0.0,0.5,0.0,34.2,4.0,10.9,3.5,0.0,0.0
558,Y. Ōsako,38739,284493,13619.9,1,0,0,7,4,1,3,3,1,2,0,0,49,38,2.28,1,3,40,2.06,0,29,0,0,0,0.4,0.0,2.8,1.6,19.4,1.2,15.9,0.0,0.0,0.0
559,Yahya Al Shehri,33042,245776,5550.7,0,0,0,0,0,0,0,0,0,0,0,0,56,50,1.81,0,2,12,0.5,0,6,0,0,0,0.0,0.0,0.0,0.0,54.5,1.9,11.7,0.0,0.0,0.0
560,Yasir Al Shahrani,49563,368820,17636.1,0,0,0,5,1,4,0,1,4,0,0,0,177,150,2.55,0,13,33,2.16,9,25,0,0,0,0.0,0.0,1.5,0.3,54.2,4.0,10.1,2.8,0.0,0.0
561,Yasser Al Mosailem,16521,122562,6070.8,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0.9,0,2,0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,8.9,1.8,0.0,0.0,0.9,0.0
562,Á. di María,24548,6628,8894.3,0,0,0,1,0,0,1,0,0,2,0,0,55,44,1.54,1,2,25,1.58,0,19,0,0,0,0.0,0.0,0.6,0.0,33.4,1.2,15.2,0.0,0.0,0.0
563,É. Banega,24548,6560,8313.8,0,1,0,2,1,1,1,0,3,0,1,0,145,128,1.75,4,3,28,1.3199999999999998,1,18,0,0,0,0.0,0.6,1.3,0.6,94.2,1.9,18.2,0.6,0.0,0.0
564,É. Flores,46782,344286,15360.5,0,0,0,4,1,0,4,0,3,0,0,0,99,78,2.36,1,10,46,2.23,0,34,0,0,0,0.0,0.0,1.4,0.4,34.8,3.5,16.2,0.0,0.0,0.0
565,Ó. Duarte,33742,250500,11924.5,0,0,0,2,0,1,0,1,2,0,0,0,71,62,1.7000000000000002,0,8,16,1.15,9,9,0,0,0,0.0,0.0,0.9,0.0,32.2,3.6,7.2,4.1,0.0,0.0
567,Ł. Fabiański,13869,7847,5645.1,0,0,0,0,0,0,0,0,0,0,0,0,21,20,0.95,0,1,0,0.0,0,0,3,3,0,0.0,0.0,0.0,0.0,20.1,1.0,0.0,0.0,2.9,0.0
568,Ł. Piszczek,27738,29596,10987.6,0,0,0,1,0,1,0,0,0,0,0,0,93,70,1.49,0,11,22,1.15,7,13,0,0,0,0.0,0.0,0.5,0.0,45.7,5.4,10.8,3.4,0.0,0.0
570,Š. Vrsaljko,19196,138818,11529.7,0,0,0,1,0,1,0,0,3,0,1,0,67,54,1.61,0,13,23,1.05,3,13,0,0,0,0.0,0.0,0.5,0.0,31.4,6.1,10.8,1.4,0.0,0.0
571,고요한,14855,107623,6140.0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1.0,0,2,5,0.4,2,2,0,0,0,0.0,0.0,0.0,0.0,1.8,1.8,4.4,1.8,0.0,0.0
572,구자철,29710,31562,7927.799999999999,0,0,0,1,0,0,0,1,1,0,0,0,25,22,1.73,0,5,18,1.02,1,9,0,0,0,0.0,0.0,0.7,0.0,17.0,3.4,12.3,0.7,0.0,0.0
573,김영권,44565,285600,17725.4,1,0,0,1,1,0,1,0,4,0,1,0,90,76,2.51,0,16,14,2.5,8,9,0,0,0,0.3,0.0,0.3,0.3,27.4,4.9,4.3,2.4,0.0,0.0
574,문선민,29710,103250,8864.3,0,0,0,2,0,1,1,0,7,0,1,0,30,21,1.4500000000000002,0,4,32,1.14,0,18,0,0,0,0.0,0.0,1.2,0.0,18.3,2.4,19.5,0.0,0.0,0.0
575,손흥민,44565,44733,17725.4,2,0,0,13,3,8,5,0,3,0,1,0,69,62,2.72,2,10,56,2.24,3,42,0,0,0,0.6,0.0,4.0,0.9,21.0,3.0,17.1,0.9,0.0,0.0
576,윤영선,14855,107424,6140.0,0,0,0,0,0,0,0,0,1,0,0,0,12,11,0.92,0,10,5,0.4,5,2,0,0,0,0.0,0.0,0.0,0.0,10.6,8.8,4.4,4.4,0.0,0.0
577,이용,44565,322587,17725.4,0,0,0,1,0,1,0,0,5,0,1,0,102,74,2.17,1,21,34,1.87,7,20,0,0,0,0.0,0.0,0.3,0.0,31.1,6.4,10.4,2.1,0.0,0.0
578,이재성,44565,897363,17725.4,0,0,0,5,1,0,5,0,6,0,1,0,106,90,2.56,3,15,53,1.65,2,28,0,0,0,0.0,0.0,1.5,0.3,32.3,4.6,16.1,0.6,0.0,0.0
579,장현수,44565,415899,17725.4,0,0,0,0,0,0,0,0,6,0,0,0,97,85,2.62,0,14,23,1.21,6,8,0,0,0,0.0,0.0,0.0,0.0,29.6,4.3,7.0,1.8,0.0,0.0
580,정우영,44565,286470,9096.5,0,0,0,3,3,3,0,0,4,0,2,0,58,55,2.88,0,9,20,1.26,4,8,0,0,0,0.0,0.0,1.8,1.8,34.4,5.3,11.9,2.4,0.0,0.0
581,조현우,44565,768129,17725.4,0,0,0,0,0,0,0,0,0,0,0,0,51,41,2.42,0,3,0,0.0,3,0,14,11,0,0.0,0.0,0.0,0.0,15.5,0.9,0.0,0.9,4.3,0.0
582,주세종,29710,419134,5701.1,0,1,0,0,0,0,0,0,3,0,0,0,40,29,1.37,0,2,8,0.4,0,2,0,0,0,0.0,0.9,0.0,0.0,37.9,1.9,7.6,0.0,0.0,0.0
583,홍철,29710,214826,6927.5,0,0,0,0,0,0,0,0,2,0,0,0,29,18,1.4,1,7,16,0.8300000000000001,6,7,0,0,0,0.0,0.0,0.0,0.0,22.6,5.5,12.5,4.7,0.0,0.0
584,황희찬,44565,1049061,14243.8,0,0,0,2,1,0,1,1,5,0,1,0,35,23,2.22,1,9,42,2.17,2,30,0,0,0,0.0,0.0,0.8,0.4,13.3,3.4,15.9,0.8,0.0,0.0
